SymbolName	Axes.M2K4 rY.ActPos	SymbolName	Axes.M2K4 rY.SetPos	SymbolName	Axes.M2K4 rY.PosDiff	SymbolName	Axes.M3K4 rX.ActPos	SymbolName	Axes.M3K4 rX.SetPos	SymbolName	Axes.M3K4 rX.PosDiff
NetID	134.79.82.176.1.1	NetID	134.79.82.176.1.1	NetID	134.79.82.176.1.1	NetID	134.79.82.176.1.1	NetID	134.79.82.176.1.1	NetID	134.79.82.176.1.1
Port	501	Port	501	Port	501	Port	501	Port	501	Port	501
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0


15864	14396,550620000024	15864	14396,620144000015	15864	0	15864	-11786,258333000005	15864	-11786,229986000006	15864	0
15866	14396,566664000013	15866	14396,620144000015	15866	0	15866	-11786,229986000006	15866	-11786,229986000006	15866	0
15868	14396,646884000016	15868	14396,620144000015	15868	0	15868	-11786,224832000007	15868	-11786,229986000006	15868	0
15870	14396,55596800003	15870	14396,620144000015	15870	0	15870	-11786,24287100001	15870	-11786,229986000006	15870	0
15872	14396,518532000016	15872	14396,620144000015	15872	0	15872	-11786,240294000003	15872	-11786,229986000006	15872	0
15874	14396,545272000018	15874	14396,620144000015	15874	0	15874	-11786,235140000004	15874	-11786,229986000006	15874	0
15876	14396,582708000031	15876	14396,620144000015	15876	0	15876	-11786,250602	15876	-11786,229986000006	15876	0
15878	14396,609448000032	15878	14396,620144000015	15878	0	15878	-11786,271218000009	15878	-11786,229986000006	15878	0
15880	14396,689668000006	15880	14396,620144000015	15880	0	15880	-11786,232563000012	15880	-11786,229986000006	15880	0
15882	14396,593404000014	15882	14396,620144000015	15882	0	15882	-11786,193908000001	15882	-11786,229986000006	15882	0
15884	14396,507836000004	15884	14396,620144000015	15884	0	15884	-11786,26606400001	15884	-11786,229986000006	15884	0
15886	14396,588056000008	15886	14396,620144000015	15886	0	15886	-11786,26606400001	15886	-11786,229986000006	15886	0
15888	14396,55596800003	15888	14396,620144000015	15888	0	15888	-11786,268641000002	15888	-11786,229986000006	15888	0
15890	14396,636188000004	15890	14396,620144000015	15890	0	15890	-11786,253179000007	15890	-11786,229986000006	15890	0
15892	14396,534576000006	15892	14396,620144000015	15892	0	15892	-11786,248025000008	15892	-11786,229986000006	15892	0
15894	14396,545272000018	15894	14396,620144000015	15894	0	15894	-11786,235140000004	15894	-11786,229986000006	15894	0
15896	14396,491792000015	15896	14396,620144000015	15896	0	15896	-11786,237717000011	15896	-11786,229986000006	15896	0
15898	14396,636188000004	15898	14396,620144000015	15898	0	15898	-11786,224832000007	15898	-11786,229986000006	15898	0
15900	14396,545272000018	15900	14396,620144000015	15900	0	15900	-11786,248025000008	15900	-11786,229986000006	15900	0
15902	14396,593404000014	15902	14396,620144000015	15902	0	15902	-11786,248025000008	15902	-11786,229986000006	15902	0
15904	14396,550620000024	15904	14396,620144000015	15904	0	15904	-11786,209370000011	15904	-11786,229986000006	15904	0
15906	14396,534576000006	15906	14396,620144000015	15906	0	15906	-11786,24287100001	15906	-11786,229986000006	15906	0
15908	14396,507836000004	15908	14396,620144000015	15908	0	15908	-11786,232563000012	15908	-11786,229986000006	15908	0
15910	14396,507836000004	15910	14396,620144000015	15910	0	15910	-11786,263487000004	15910	-11786,229986000006	15910	0
15912	14396,561316000007	15912	14396,620144000015	15912	0	15912	-11786,24287100001	15912	-11786,229986000006	15912	0
15914	14396,700364000019	15914	14396,620144000015	15914	0	15914	-11786,245448000002	15914	-11786,229986000006	15914	0
15916	14396,620144000015	15916	14396,620144000015	15916	0	15916	-11786,235140000004	15916	-11786,229986000006	15916	0
15918	14396,550620000024	15918	14396,620144000015	15918	0	15918	-11786,263487000004	15918	-11786,229986000006	15918	0
15920	14396,529228000029	15920	14396,620144000015	15920	0	15920	-11786,24287100001	15920	-11786,229986000006	15920	0
15922	14396,566664000013	15922	14396,620144000015	15922	0	15922	-11786,240294000003	15922	-11786,229986000006	15922	0
15924	14396,620144000015	15924	14396,620144000015	15924	0	15924	-11786,245448000002	15924	-11786,229986000006	15924	0
15926	14396,561316000007	15926	14396,620144000015	15926	0	15926	-11786,240294000003	15926	-11786,229986000006	15926	0
15928	14396,646884000016	15928	14396,620144000015	15928	0	15928	-11786,255756000013	15928	-11786,229986000006	15928	0
15930	14396,534576000006	15930	14396,620144000015	15930	0	15930	-11786,222255	15930	-11786,229986000006	15930	0
15932	14396,550620000024	15932	14396,620144000015	15932	0	15932	-11786,240294000003	15932	-11786,229986000006	15932	0
15934	14396,59875200002	15934	14396,620144000015	15934	0	15934	-11786,217101000002	15934	-11786,229986000006	15934	0
15936	14396,539924000012	15936	14396,620144000015	15936	0	15936	-11786,263487000004	15936	-11786,229986000006	15936	0
15938	14396,572012000019	15938	14396,620144000015	15938	0	15938	-11786,248025000008	15938	-11786,229986000006	15938	0
15940	14396,604100000026	15940	14396,620144000015	15940	0	15940	-11786,258333000005	15940	-11786,229986000006	15940	0
15942	14396,518532000016	15942	14396,620144000015	15942	0	15942	-11786,253179000007	15942	-11786,229986000006	15942	0
15944	14396,518532000016	15944	14396,620144000015	15944	0	15944	-11786,237717000011	15944	-11786,229986000006	15944	0
15946	14396,64153600001	15946	14396,620144000015	15946	0	15946	-11786,248025000008	15946	-11786,229986000006	15946	0
15948	14396,630840000027	15948	14396,620144000015	15948	0	15948	-11786,26606400001	15948	-11786,229986000006	15948	0
15950	14396,561316000007	15950	14396,620144000015	15950	0	15950	-11786,217101000002	15950	-11786,229986000006	15950	0
15952	14396,529228000029	15952	14396,620144000015	15952	0	15952	-11786,235140000004	15952	-11786,229986000006	15952	0
15954	14396,59875200002	15954	14396,620144000015	15954	0	15954	-11786,211947000003	15954	-11786,229986000006	15954	0
15956	14396,481096000032	15956	14396,620144000015	15956	0	15956	-11786,229986000006	15956	-11786,229986000006	15956	0
15958	14396,523880000023	15958	14396,620144000015	15958	0	15958	-11786,253179000007	15958	-11786,229986000006	15958	0
15960	14396,588056000008	15960	14396,620144000015	15960	0	15960	-11786,235140000004	15960	-11786,229986000006	15960	0
15962	14396,593404000014	15962	14396,620144000015	15962	0	15962	-11786,258333000005	15962	-11786,229986000006	15962	0
15964	14396,545272000018	15964	14396,620144000015	15964	0	15964	-11786,222255	15964	-11786,229986000006	15964	0
15966	14396,59875200002	15966	14396,620144000015	15966	0	15966	-11786,217101000002	15966	-11786,229986000006	15966	0
15968	14396,59875200002	15968	14396,620144000015	15968	0	15968	-11786,229986000006	15968	-11786,229986000006	15968	0
15970	14396,620144000015	15970	14396,620144000015	15970	0	15970	-11786,263487000004	15970	-11786,229986000006	15970	0
15972	14396,582708000031	15972	14396,620144000015	15972	0	15972	-11786,24287100001	15972	-11786,229986000006	15972	0
15974	14396,630840000027	15974	14396,620144000015	15974	0	15974	-11786,258333000005	15974	-11786,229986000006	15974	0
15976	14396,636188000004	15976	14396,620144000015	15976	0	15976	-11786,24287100001	15976	-11786,229986000006	15976	0
15978	14396,539924000012	15978	14396,620144000015	15978	0	15978	-11786,253179000007	15978	-11786,229986000006	15978	0
15980	14396,55596800003	15980	14396,620144000015	15980	0	15980	-11786,219678000009	15980	-11786,229986000006	15980	0
15982	14396,678972000023	15982	14396,620144000015	15982	0	15982	-11786,250602	15982	-11786,229986000006	15982	0
15984	14396,577360000025	15984	14396,620144000015	15984	0	15984	-11786,248025000008	15984	-11786,229986000006	15984	0
15986	14396,588056000008	15986	14396,620144000015	15986	0	15986	-11786,253179000007	15986	-11786,229986000006	15986	0
15988	14396,566664000013	15988	14396,620144000015	15988	0	15988	-11786,240294000003	15988	-11786,229986000006	15988	0
15990	14396,620144000015	15990	14396,620144000015	15990	0	15990	-11786,24287100001	15990	-11786,229986000006	15990	0
15992	14396,539924000012	15992	14396,620144000015	15992	0	15992	-11786,222255	15992	-11786,229986000006	15992	0
15994	14396,55596800003	15994	14396,620144000015	15994	0	15994	-11786,258333000005	15994	-11786,229986000006	15994	0
15996	14396,577360000025	15996	14396,620144000015	15996	0	15996	-11786,26606400001	15996	-11786,229986000006	15996	0
15998	14396,55596800003	15998	14396,620144000015	15998	0	15998	-11786,24287100001	15998	-11786,229986000006	15998	0
16000	14396,507836000004	16000	14396,620144000015	16000	0	16000	-11786,237717000011	16000	-11786,229986000006	16000	0
16002	14396,59875200002	16002	14396,620144000015	16002	0	16002	-11786,250602	16002	-11786,229986000006	16002	0
16004	14396,662928000005	16004	14396,620144000015	16004	0	16004	-11786,245448000002	16004	-11786,229986000006	16004	0
16006	14396,572012000019	16006	14396,620144000015	16006	0	16006	-11786,248025000008	16006	-11786,229986000006	16006	0
16008	14396,529228000029	16008	14396,620144000015	16008	0	16008	-11786,260910000012	16008	-11786,229986000006	16008	0
16010	14396,705712000025	16010	14396,620144000015	16010	0	16010	-11786,240294000003	16010	-11786,229986000006	16010	0
16012	14396,577360000025	16012	14396,620144000015	16012	0	16012	-11786,224832000007	16012	-11786,229986000006	16012	0
16014	14396,497140000021	16014	14396,620144000015	16014	0	16014	-11786,255756000013	16014	-11786,229986000006	16014	0
16016	14396,636188000004	16016	14396,620144000015	16016	0	16016	-11786,24287100001	16016	-11786,229986000006	16016	0
16018	14396,614796000009	16018	14396,620144000015	16018	0	16018	-11786,229986000006	16018	-11786,229986000006	16018	0
16020	14396,625492000021	16020	14396,620144000015	16020	0	16020	-11786,250602	16020	-11786,229986000006	16020	0
16022	14396,625492000021	16022	14396,620144000015	16022	0	16022	-11786,240294000003	16022	-11786,229986000006	16022	0
16024	14396,609448000032	16024	14396,620144000015	16024	0	16024	-11786,245448000002	16024	-11786,229986000006	16024	0
16026	14396,620144000015	16026	14396,620144000015	16026	0	16026	-11786,258333000005	16026	-11786,229986000006	16026	0
16028	14396,518532000016	16028	14396,620144000015	16028	0	16028	-11786,235140000004	16028	-11786,229986000006	16028	0
16030	14396,534576000006	16030	14396,620144000015	16030	0	16030	-11786,24287100001	16030	-11786,229986000006	16030	0
16032	14396,593404000014	16032	14396,620144000015	16032	0	16032	-11786,245448000002	16032	-11786,229986000006	16032	0
16034	14396,59875200002	16034	14396,620144000015	16034	0	16034	-11786,229986000006	16034	-11786,229986000006	16034	0
16036	14396,614796000009	16036	14396,620144000015	16036	0	16036	-11786,258333000005	16036	-11786,229986000006	16036	0
16038	14396,582708000031	16038	14396,620144000015	16038	0	16038	-11786,222255	16038	-11786,229986000006	16038	0
16040	14396,561316000007	16040	14396,620144000015	16040	0	16040	-11786,24287100001	16040	-11786,229986000006	16040	0
16042	14396,695016000012	16042	14396,620144000015	16042	0	16042	-11786,224832000007	16042	-11786,229986000006	16042	0
16044	14396,614796000009	16044	14396,620144000015	16044	0	16044	-11786,21452400001	16044	-11786,229986000006	16044	0
16046	14396,523880000023	16046	14396,620144000015	16046	0	16046	-11786,237717000011	16046	-11786,229986000006	16046	0
16048	14396,572012000019	16048	14396,620144000015	16048	0	16048	-11786,258333000005	16048	-11786,229986000006	16048	0
16050	14396,566664000013	16050	14396,620144000015	16050	0	16050	-11786,196485000008	16050	-11786,229986000006	16050	0
16052	14396,620144000015	16052	14396,620144000015	16052	0	16052	-11786,229986000006	16052	-11786,229986000006	16052	0
16054	14396,51318400001	16054	14396,620144000015	16054	0	16054	-11786,240294000003	16054	-11786,229986000006	16054	0
16056	14396,454356000031	16056	14396,620144000015	16056	0	16056	-11786,219678000009	16056	-11786,229986000006	16056	0
16058	14396,64153600001	16058	14396,620144000015	16058	0	16058	-11786,248025000008	16058	-11786,229986000006	16058	0
16060	14396,646884000016	16060	14396,620144000015	16060	0	16060	-11786,227409000014	16060	-11786,229986000006	16060	0
16062	14396,588056000008	16062	14396,620144000015	16062	0	16062	-11786,263487000004	16062	-11786,229986000006	16062	0
16064	14396,577360000025	16064	14396,620144000015	16064	0	16064	-11786,250602	16064	-11786,229986000006	16064	0
16066	14396,588056000008	16066	14396,620144000015	16066	0	16066	-11786,248025000008	16066	-11786,229986000006	16066	0
16068	14396,59875200002	16068	14396,620144000015	16068	0	16068	-11786,26606400001	16068	-11786,229986000006	16068	0
16070	14396,59875200002	16070	14396,620144000015	16070	0	16070	-11786,206793000005	16070	-11786,229986000006	16070	0
16072	14396,539924000012	16072	14396,620144000015	16072	0	16072	-11786,235140000004	16072	-11786,229986000006	16072	0
16074	14396,657580000028	16074	14396,620144000015	16074	0	16074	-11786,240294000003	16074	-11786,229986000006	16074	0
16076	14396,561316000007	16076	14396,620144000015	16076	0	16076	-11786,263487000004	16076	-11786,229986000006	16076	0
16078	14396,539924000012	16078	14396,620144000015	16078	0	16078	-11786,240294000003	16078	-11786,229986000006	16078	0
16080	14396,646884000016	16080	14396,620144000015	16080	0	16080	-11786,240294000003	16080	-11786,229986000006	16080	0
16082	14396,577360000025	16082	14396,620144000015	16082	0	16082	-11786,240294000003	16082	-11786,229986000006	16082	0
16084	14396,700364000019	16084	14396,620144000015	16084	0	16084	-11786,227409000014	16084	-11786,229986000006	16084	0
16086	14396,609448000032	16086	14396,620144000015	16086	0	16086	-11786,258333000005	16086	-11786,229986000006	16086	0
16088	14396,572012000019	16088	14396,620144000015	16088	0	16088	-11786,24287100001	16088	-11786,229986000006	16088	0
16090	14396,55596800003	16090	14396,620144000015	16090	0	16090	-11786,227409000014	16090	-11786,229986000006	16090	0
16092	14396,545272000018	16092	14396,620144000015	16092	0	16092	-11786,248025000008	16092	-11786,229986000006	16092	0
16094	14396,59875200002	16094	14396,620144000015	16094	0	16094	-11786,289257000011	16094	-11786,229986000006	16094	0
16096	14396,625492000021	16096	14396,620144000015	16096	0	16096	-11786,224832000007	16096	-11786,229986000006	16096	0
16098	14396,502488000027	16098	14396,620144000015	16098	0	16098	-11786,229986000006	16098	-11786,229986000006	16098	0
16100	14396,518532000016	16100	14396,620144000015	16100	0	16100	-11786,211947000003	16100	-11786,229986000006	16100	0
16102	14396,604100000026	16102	14396,620144000015	16102	0	16102	-11786,232563000012	16102	-11786,229986000006	16102	0
16104	14396,539924000012	16104	14396,620144000015	16104	0	16104	-11786,268641000002	16104	-11786,229986000006	16104	0
16106	14396,620144000015	16106	14396,620144000015	16106	0	16106	-11786,255756000013	16106	-11786,229986000006	16106	0
16108	14396,55596800003	16108	14396,620144000015	16108	0	16108	-11786,229986000006	16108	-11786,229986000006	16108	0
16110	14396,646884000016	16110	14396,620144000015	16110	0	16110	-11786,237717000011	16110	-11786,229986000006	16110	0
16112	14396,550620000024	16112	14396,620144000015	16112	0	16112	-11786,258333000005	16112	-11786,229986000006	16112	0
16114	14396,561316000007	16114	14396,620144000015	16114	0	16114	-11786,258333000005	16114	-11786,229986000006	16114	0
16116	14396,534576000006	16116	14396,620144000015	16116	0	16116	-11786,209370000011	16116	-11786,229986000006	16116	0
16118	14396,657580000028	16118	14396,620144000015	16118	0	16118	-11786,258333000005	16118	-11786,229986000006	16118	0
16120	14396,507836000004	16120	14396,620144000015	16120	0	16120	-11786,245448000002	16120	-11786,229986000006	16120	0
16122	14396,625492000021	16122	14396,620144000015	16122	0	16122	-11786,224832000007	16122	-11786,229986000006	16122	0
16124	14396,582708000031	16124	14396,620144000015	16124	0	16124	-11786,222255	16124	-11786,229986000006	16124	0
16126	14396,604100000026	16126	14396,620144000015	16126	0	16126	-11786,232563000012	16126	-11786,229986000006	16126	0
16128	14396,572012000019	16128	14396,620144000015	16128	0	16128	-11786,211947000003	16128	-11786,229986000006	16128	0
16130	14396,550620000024	16130	14396,620144000015	16130	0	16130	-11786,237717000011	16130	-11786,229986000006	16130	0
16132	14396,497140000021	16132	14396,620144000015	16132	0	16132	-11786,229986000006	16132	-11786,229986000006	16132	0
16134	14396,55596800003	16134	14396,620144000015	16134	0	16134	-11786,248025000008	16134	-11786,229986000006	16134	0
16136	14396,588056000008	16136	14396,620144000015	16136	0	16136	-11786,296988000002	16136	-11786,229986000006	16136	0
16138	14396,636188000004	16138	14396,620144000015	16138	0	16138	-11786,248025000008	16138	-11786,229986000006	16138	0
16140	14396,518532000016	16140	14396,620144000015	16140	0	16140	-11786,248025000008	16140	-11786,229986000006	16140	0
16142	14396,561316000007	16142	14396,620144000015	16142	0	16142	-11786,235140000004	16142	-11786,229986000006	16142	0
16144	14396,566664000013	16144	14396,620144000015	16144	0	16144	-11786,24287100001	16144	-11786,229986000006	16144	0
16146	14396,582708000031	16146	14396,620144000015	16146	0	16146	-11786,248025000008	16146	-11786,229986000006	16146	0
16148	14396,539924000012	16148	14396,620144000015	16148	0	16148	-11786,21452400001	16148	-11786,229986000006	16148	0
16150	14396,604100000026	16150	14396,620144000015	16150	0	16150	-11786,263487000004	16150	-11786,229986000006	16150	0
16152	14396,604100000026	16152	14396,620144000015	16152	0	16152	-11786,248025000008	16152	-11786,229986000006	16152	0
16154	14396,561316000007	16154	14396,620144000015	16154	0	16154	-11786,248025000008	16154	-11786,229986000006	16154	0
16156	14396,55596800003	16156	14396,620144000015	16156	0	16156	-11786,263487000004	16156	-11786,229986000006	16156	0
16158	14396,507836000004	16158	14396,620144000015	16158	0	16158	-11786,224832000007	16158	-11786,229986000006	16158	0
16160	14396,684320000029	16160	14396,620144000015	16160	0	16160	-11786,232563000012	16160	-11786,229986000006	16160	0
16162	14396,609448000032	16162	14396,620144000015	16162	0	16162	-11786,281526000006	16162	-11786,229986000006	16162	0
16164	14396,497140000021	16164	14396,620144000015	16164	0	16164	-11786,227409000014	16164	-11786,229986000006	16164	0
16166	14396,51318400001	16166	14396,620144000015	16166	0	16166	-11786,255756000013	16166	-11786,229986000006	16166	0
16168	14396,588056000008	16168	14396,620144000015	16168	0	16168	-11786,196485000008	16168	-11786,229986000006	16168	0
16170	14396,64153600001	16170	14396,620144000015	16170	0	16170	-11786,255756000013	16170	-11786,229986000006	16170	0
16172	14396,646884000016	16172	14396,620144000015	16172	0	16172	-11786,211947000003	16172	-11786,229986000006	16172	0
16174	14396,475748000026	16174	14396,620144000015	16174	0	16174	-11786,255756000013	16174	-11786,229986000006	16174	0
16176	14396,465052000014	16176	14396,620144000015	16176	0	16176	-11786,222255	16176	-11786,229986000006	16176	0
16178	14396,657580000028	16178	14396,620144000015	16178	0	16178	-11786,24287100001	16178	-11786,229986000006	16178	0
16180	14396,588056000008	16180	14396,620144000015	16180	0	16180	-11786,248025000008	16180	-11786,229986000006	16180	0
16182	14396,55596800003	16182	14396,620144000015	16182	0	16182	-11786,248025000008	16182	-11786,229986000006	16182	0
16184	14396,550620000024	16184	14396,620144000015	16184	0	16184	-11786,229986000006	16184	-11786,229986000006	16184	0
16186	14396,518532000016	16186	14396,620144000015	16186	0	16186	-11786,245448000002	16186	-11786,229986000006	16186	0
16188	14396,550620000024	16188	14396,620144000015	16188	0	16188	-11786,24287100001	16188	-11786,229986000006	16188	0
16190	14396,59875200002	16190	14396,620144000015	16190	0	16190	-11786,240294000003	16190	-11786,229986000006	16190	0
16192	14396,550620000024	16192	14396,620144000015	16192	0	16192	-11786,227409000014	16192	-11786,229986000006	16192	0
16194	14396,55596800003	16194	14396,620144000015	16194	0	16194	-11786,227409000014	16194	-11786,229986000006	16194	0
16196	14396,539924000012	16196	14396,620144000015	16196	0	16196	-11786,224832000007	16196	-11786,229986000006	16196	0
16198	14396,582708000031	16198	14396,620144000015	16198	0	16198	-11786,250602	16198	-11786,229986000006	16198	0
16200	14396,561316000007	16200	14396,620144000015	16200	0	16200	-11786,255756000013	16200	-11786,229986000006	16200	0
16202	14396,604100000026	16202	14396,620144000015	16202	0	16202	-11786,237717000011	16202	-11786,229986000006	16202	0
16204	14396,51318400001	16204	14396,620144000015	16204	0	16204	-11786,245448000002	16204	-11786,229986000006	16204	0
16206	14396,59875200002	16206	14396,620144000015	16206	0	16206	-11786,263487000004	16206	-11786,229986000006	16206	0
16208	14396,545272000018	16208	14396,620144000015	16208	0	16208	-11786,255756000013	16208	-11786,229986000006	16208	0
16210	14396,545272000018	16210	14396,620144000015	16210	0	16210	-11786,211947000003	16210	-11786,229986000006	16210	0
16212	14396,51318400001	16212	14396,620144000015	16212	0	16212	-11786,245448000002	16212	-11786,229986000006	16212	0
16214	14396,604100000026	16214	14396,620144000015	16214	0	16214	-11786,229986000006	16214	-11786,229986000006	16214	0
16216	14396,507836000004	16216	14396,620144000015	16216	0	16216	-11786,263487000004	16216	-11786,229986000006	16216	0
16218	14396,582708000031	16218	14396,620144000015	16218	0	16218	-11786,250602	16218	-11786,229986000006	16218	0
16220	14396,523880000023	16220	14396,620144000015	16220	0	16220	-11786,224832000007	16220	-11786,229986000006	16220	0
16222	14396,51318400001	16222	14396,620144000015	16222	0	16222	-11786,240294000003	16222	-11786,229986000006	16222	0
16224	14396,51318400001	16224	14396,620144000015	16224	0	16224	-11786,250602	16224	-11786,229986000006	16224	0
16226	14396,577360000025	16226	14396,620144000015	16226	0	16226	-11786,253179000007	16226	-11786,229986000006	16226	0
16228	14396,55596800003	16228	14396,620144000015	16228	0	16228	-11786,235140000004	16228	-11786,229986000006	16228	0
16230	14396,604100000026	16230	14396,620144000015	16230	0	16230	-11786,245448000002	16230	-11786,229986000006	16230	0
16232	14396,566664000013	16232	14396,620144000015	16232	0	16232	-11786,237717000011	16232	-11786,229986000006	16232	0
16234	14396,550620000024	16234	14396,620144000015	16234	0	16234	-11786,232563000012	16234	-11786,229986000006	16234	0
16236	14396,55596800003	16236	14396,620144000015	16236	0	16236	-11786,260910000012	16236	-11786,229986000006	16236	0
16238	14396,588056000008	16238	14396,620144000015	16238	0	16238	-11786,206793000005	16238	-11786,229986000006	16238	0
16240	14396,566664000013	16240	14396,620144000015	16240	0	16240	-11786,260910000012	16240	-11786,229986000006	16240	0
16242	14396,582708000031	16242	14396,620144000015	16242	0	16242	-11786,248025000008	16242	-11786,229986000006	16242	0
16244	14396,550620000024	16244	14396,620144000015	16244	0	16244	-11786,258333000005	16244	-11786,229986000006	16244	0
16246	14396,577360000025	16246	14396,620144000015	16246	0	16246	-11786,237717000011	16246	-11786,229986000006	16246	0
16248	14396,604100000026	16248	14396,620144000015	16248	0	16248	-11786,260910000012	16248	-11786,229986000006	16248	0
16250	14396,55596800003	16250	14396,620144000015	16250	0	16250	-11786,235140000004	16250	-11786,229986000006	16250	0
16252	14396,539924000012	16252	14396,620144000015	16252	0	16252	-11786,217101000002	16252	-11786,229986000006	16252	0
16254	14396,529228000029	16254	14396,620144000015	16254	0	16254	-11786,248025000008	16254	-11786,229986000006	16254	0
16256	14396,604100000026	16256	14396,620144000015	16256	0	16256	-11786,258333000005	16256	-11786,229986000006	16256	0
16258	14396,47040000002	16258	14396,620144000015	16258	0	16258	-11786,211947000003	16258	-11786,229986000006	16258	0
16260	14396,588056000008	16260	14396,620144000015	16260	0	16260	-11786,240294000003	16260	-11786,229986000006	16260	0
16262	14396,630840000027	16262	14396,620144000015	16262	0	16262	-11786,217101000002	16262	-11786,229986000006	16262	0
16264	14396,55596800003	16264	14396,620144000015	16264	0	16264	-11786,235140000004	16264	-11786,229986000006	16264	0
16266	14396,545272000018	16266	14396,620144000015	16266	0	16266	-11786,232563000012	16266	-11786,229986000006	16266	0
16268	14396,609448000032	16268	14396,620144000015	16268	0	16268	-11786,273795000001	16268	-11786,229986000006	16268	0
16270	14396,582708000031	16270	14396,620144000015	16270	0	16270	-11786,250602	16270	-11786,229986000006	16270	0
16272	14396,566664000013	16272	14396,620144000015	16272	0	16272	-11786,260910000012	16272	-11786,229986000006	16272	0
16274	14396,593404000014	16274	14396,620144000015	16274	0	16274	-11786,235140000004	16274	-11786,229986000006	16274	0
16276	14396,64153600001	16276	14396,620144000015	16276	0	16276	-11786,248025000008	16276	-11786,229986000006	16276	0
16278	14396,550620000024	16278	14396,620144000015	16278	0	16278	-11786,21452400001	16278	-11786,229986000006	16278	0
16280	14396,652232000022	16280	14396,620144000015	16280	0	16280	-11786,24287100001	16280	-11786,229986000006	16280	0
16282	14396,59875200002	16282	14396,620144000015	16282	0	16282	-11786,237717000011	16282	-11786,229986000006	16282	0
16284	14396,577360000025	16284	14396,620144000015	16284	0	16284	-11786,237717000011	16284	-11786,229986000006	16284	0
16286	14396,604100000026	16286	14396,620144000015	16286	0	16286	-11786,21452400001	16286	-11786,229986000006	16286	0
16288	14396,668276000011	16288	14396,620144000015	16288	0	16288	-11786,229986000006	16288	-11786,229986000006	16288	0
16290	14396,64153600001	16290	14396,620144000015	16290	0	16290	-11786,258333000005	16290	-11786,229986000006	16290	0
16292	14396,614796000009	16292	14396,620144000015	16292	0	16292	-11786,235140000004	16292	-11786,229986000006	16292	0
16294	14396,539924000012	16294	14396,620144000015	16294	0	16294	-11786,260910000012	16294	-11786,229986000006	16294	0
16296	14396,577360000025	16296	14396,620144000015	16296	0	16296	-11786,255756000013	16296	-11786,229986000006	16296	0
16298	14396,572012000019	16298	14396,620144000015	16298	0	16298	-11786,250602	16298	-11786,229986000006	16298	0
16300	14396,566664000013	16300	14396,620144000015	16300	0	16300	-11786,258333000005	16300	-11786,229986000006	16300	0
16302	14396,55596800003	16302	14396,620144000015	16302	0	16302	-11786,222255	16302	-11786,229986000006	16302	0
16304	14396,593404000014	16304	14396,620144000015	16304	0	16304	-11786,219678000009	16304	-11786,229986000006	16304	0
16306	14396,630840000027	16306	14396,620144000015	16306	0	16306	-11786,24287100001	16306	-11786,229986000006	16306	0
16308	14396,652232000022	16308	14396,620144000015	16308	0	16308	-11786,24287100001	16308	-11786,229986000006	16308	0
16310	14396,636188000004	16310	14396,620144000015	16310	0	16310	-11786,248025000008	16310	-11786,229986000006	16310	0
16312	14396,64153600001	16312	14396,620144000015	16312	0	16312	-11786,240294000003	16312	-11786,229986000006	16312	0
16314	14396,604100000026	16314	14396,620144000015	16314	0	16314	-11786,229986000006	16314	-11786,229986000006	16314	0
16316	14396,716408000008	16316	14396,620144000015	16316	0	16316	-11786,24287100001	16316	-11786,229986000006	16316	0
16318	14396,593404000014	16318	14396,620144000015	16318	0	16318	-11786,250602	16318	-11786,229986000006	16318	0
16320	14396,662928000005	16320	14396,620144000015	16320	0	16320	-11786,286680000005	16320	-11786,229986000006	16320	0
16322	14396,529228000029	16322	14396,620144000015	16322	0	16322	-11786,229986000006	16322	-11786,229986000006	16322	0
16324	14396,539924000012	16324	14396,620144000015	16324	0	16324	-11786,240294000003	16324	-11786,229986000006	16324	0
16326	14396,550620000024	16326	14396,620144000015	16326	0	16326	-11786,235140000004	16326	-11786,229986000006	16326	0
16328	14396,572012000019	16328	14396,620144000015	16328	0	16328	-11786,263487000004	16328	-11786,229986000006	16328	0
16330	14396,561316000007	16330	14396,620144000015	16330	0	16330	-11786,235140000004	16330	-11786,229986000006	16330	0
16332	14396,55596800003	16332	14396,620144000015	16332	0	16332	-11786,245448000002	16332	-11786,229986000006	16332	0
16334	14396,620144000015	16334	14396,620144000015	16334	0	16334	-11786,245448000002	16334	-11786,229986000006	16334	0
16336	14396,561316000007	16336	14396,620144000015	16336	0	16336	-11786,217101000002	16336	-11786,229986000006	16336	0
16338	14396,561316000007	16338	14396,620144000015	16338	0	16338	-11786,253179000007	16338	-11786,229986000006	16338	0
16340	14396,614796000009	16340	14396,620144000015	16340	0	16340	-11786,248025000008	16340	-11786,229986000006	16340	0
